,Unnamed: 0,Unnamed: 0.1,latitude,longitude,address
2558,2558,2558,54.8427,38.2403,"26, улица 8-го Марта, Кашира-2, Кашира, городской округ Кашира, Московская область, ЦФО, 142904, РФ"
2559,2559,2559,47.2603,39.6902,"78 к4, улица Немировича-Данченко, Новый город, Октябрьский район, Ростов-на-Дону, городской округ Ростов-на-Дону, РОС, ЮФО, 344079, РФ"
2560,2560,2560,53.1994,50.1558,"63, проспект Карла Маркса, Шмидта, Железнодорожный район, Самара, городской округ Самара, Самарская область, Приволжский федеральный округ, 443028, РФ"
2561,2561,2561,53.3688,51.3423,"Пятерочка, 26, Новокуйбышевская улица, Отрадный, городской округ Отрадный, Самарская область, Приволжский федеральный округ, 446301, РФ"
2562,2562,2562,57.1936,53.154,"Сосновый, Якшур-Бодья, Якшур-Бодьинский район, Удмуртия, Приволжский федеральный округ, РФ"
2563,2563,2563,55.7215,49.1709,"92, улица Рауиса Гареева, Ферма-2, Приволжский район, Казань, городской округ Казань, Татарстан, Приволжский федеральный округ, 420011, РФ"
2564,2564,2564,55.8158,38.9614,"Пятёрочка, улица Козлова, микрорайон Текстильщики, Орехово-Зуево, городской округ Орехово-Зуево, Московская область, ЦФО, 142608, РФ"
2565,2565,2565,57.9934,31.3656,"Пятёрочка, Александровская улица, Бряшная Гора, Старая Русса, городское поселение Старая Русса, Старорусский район, Новгородская область, Северо-Западный федеральный округ, 175204, РФ"
2566,2566,2566,55.7801,37.4715,"14, бульвар Генерала Карбышева, Нижние Мнёвники, район Хорошёво-Мнёвники, Северо-Западный административный округ, Москва, ЦФО, 123154, РФ"
2567,2567,2567,56.0143,29.9299,"Дикси, площадь Коммуны, городское поселение Невель, Невельский район, Псковская область, Северо-Западный федеральный округ, 182510, РФ"
2568,2568,2568,55.6461,37.4774,"127, Ленинский проспект, район Тёплый Стан, Юго-Западный административный округ, Москва, ЦФО, 117513, РФ"
2569,2569,2569,54.3798,48.5906,"Пятёрочка, 16, проспект Ленинского Комсомола, Новый Город, Заволжский район, Ульяновск, городской округ Ульяновск, Ульяновская область, Приволжский федеральный округ, 432064, РФ"
2570,2570,2570,56.0043,55.9147,"Старобалтачево, Балтачевский район, Башкортостан, Приволжский федеральный округ, 452980, РФ"
2571,2571,2571,51.8391,41.4553,"Кировская улица, городское поселение Жердевка, Жердевский район, Тамбовская область, ЦФО, 393670, РФ"
2572,2572,2572,53.104,49.9462,"ГИБДД, 18, улица Суворова, Новокуйбышевск, городской округ Новокуйбышевск, Самарская область, Приволжский федеральный округ, 466200, РФ"
2573,2573,2573,56.8835,53.2532,"60, улица Дзержинского, Буммаш, Индустриальный район, Ижевск, городской округ Ижевск, Удмуртия, Приволжский федеральный округ, 426050, РФ"
2574,2574,2574,54.3651,48.8433,"Строймастер, улица Ленина, Чердаклинское городское поселение, Чердаклинский район, Ульяновская область, Приволжский федеральный округ, 433400, РФ"
2575,2575,2575,56.2888,43.9133,"14, Кировская улица, Ленинский район, Нижний Новгород, городской округ Нижний Новгород, Нижегородская область, Приволжский федеральный округ, 603034, РФ"
2576,2576,2576,54.6899,39.6243,"6 к4, улица Сельских Строителей, Недостоево, Московский район, городской округ Рязань, Рязанская область, ЦФО, 390028, РФ"
2577,2577,2577,55.9656,43.091,"38, Комсомольская улица, Ждановский, городское поселение Павлово, Павловский район, Нижегородская область, Приволжский федеральный округ, 606108, РФ"
2578,2578,2578,55.9026,37.7067,"Пятёрочка, Благовещенская улица, Жилой комплекс  Ярославский, Тайнинское, Мытищи, городской округ Мытищи, Московская область, ЦФО, 141021, РФ"
2579,2579,2579,55.0896,38.7586,"Пятёрочка, улица Ленина, Коломна, Коломенский городской округ, Московская область, ЦФО, 140407, РФ"
2580,2580,2580,53.6469,52.1206,"Суходольная улица, Похвистнево, городской округ Похвистнево, Самарская область, Приволжский федеральный округ, 446450, РФ"
2581,2581,2581,55.8862,37.4213,"5А, Юбилейный проспект, Новые Химки, Химки, городской округ Химки, Московская область, ЦФО, 141407, РФ"
2582,2582,2582,54.6066,39.7937,"21, улица Советской Армии, Соколовка, Октябрьский район, Рязань, городской округ Рязань, Рязанская область, ЦФО, 390037, РФ"
2583,2583,2583,55.0619,32.6956,"Пятёрочка, 33, Краснооктябрьская улица, Ярцевское городское поселение, Ярцевский район, Смоленская область, ЦФО, 215800, РФ"
2584,2584,2584,57.1176,65.5419,"улица Революции, Комарово, Калининский административный округ, Тюмень, городской округ Тюмень, Тюменская область, Уральский федеральный округ, 625000, РФ"
2585,2585,2585,54.1848,45.2257,"Дружба, 137, Волгоградская улица, пос. им. Ю.А. Гагарина, Саранск, городской округ Саранск, Мордовия, Приволжский федеральный округ, 430009, РФ"
2586,2586,2586,57.8516,61.6797,"102, улица Фрунзе, Ялунина Гора, Алапаевск, городской округ Алапаевск, Восточный управленческий округ, Свердловская область, Уральский федеральный округ, 624601, РФ"
2587,2587,2587,48.7032,44.4814,"Торгово-офисный комплекс  Парус, 21, Елецкая улица, Ворошиловский район, Волгоград, городской округ Волгоград, Волгоградская область, ЮФО, 400120, РФ"
2588,2588,2588,55.6404,37.6909,"Пятёрочка, Проектируемый проезд №439, Москворечье-Сабурово, район Москворечье-Сабурово, Южный административный округ, Москва, ЦФО, 109235, РФ"
2589,2589,2589,55.0434,82.9976,"15, улица Доватора, Дзержинский район, Новосибирск, городской округ Новосибирск, Новосибирская область, СФО, 630124, РФ"
2590,2590,2590,59.6282,30.4002,"Куб, 24А, Ижорская улица, Коммунарское городское поселение, Гатчинский район, Ленинградская область, Северо-Западный федеральный округ, 188322, РФ"
2591,2591,2591,56.3536,78.3654,"переулок Ленина, Северное, Северный район, Новосибирская область, СФО, 632080, РФ"
2592,2592,2592,51.7101,39.1819,"ТЦ  Москва, 114В, Московский проспект, Северный, Коминтерновский район, Воронеж, ГО Воронеж, Воронежская область, ЦФО, 394068, РФ"
2593,2593,2593,54.8518,38.5475,"ярмарка, улица Ленина, Литерные, Озёры, городской округ Озёры, Московская область, ЦФО, 140560, РФ"
2594,2594,2594,55.7757,38.6559,"Пятерочка, 29, Большой Железнодорожный проезд, Париж, Павловский Посад, городской округ Павловский Посад, Московская область, ЦФО, 142500, РФ"
2595,2595,2595,60.9171,34.1467,"22, улица Волкова, Подпорожье, Подпорожский район, Ленинградская область, Северо-Западный федеральный округ, 187783, РФ"
2596,2596,2596,55.87600000000001,37.5165,"Пятёрочка, 17, Ангарская улица, Западное Дегунино, район Западное Дегунино, Северный административный округ, Москва, ЦФО, 127635, РФ"
2597,2597,2597,58.5822,49.6365,"38, улица Некрасова, Юго-Запад, Ленинский район, Киров, городской округ Киров, Кировская область, Приволжский федеральный округ, 610000, РФ"
2598,2598,2598,57.5762,39.8638,"32 к2, улица Ньютона, 5-й микрорайон, Суздалка, Фрунзенский район, Ярославль, городской округ Ярославль, Ярославская область, ЦФО, 150000, РФ"
2599,2599,2599,55.0903,38.7731,"ТК «Панорама», 13, улица Гагарина, Коломна, Коломенский городской округ, Московская область, ЦФО, 140407, РФ"
2600,2600,2600,58.3749,58.3268,"57, улица Свердлова, Горнозаводское городское поселение, Горнозаводский район, Пермский край, Приволжский федеральный округ, 618820, РФ"
2601,2601,2601,47.2058,38.9431,"28, 1-й Крепостной переулок, Богудония, Таганрог, городской округ Таганрог, РОС, ЮФО, 347922, РФ"
2602,2602,2602,55.7525,37.8203,"Торговый центр, 83, Зелёный проспект, Новогиреево, район Новогиреево, Восточный административный округ, Москва, ЦФО, 111558, РФ"
2603,2603,2603,56.7791,54.1513,"17, улица Карла Маркса, Основной район, Чайковское городское поселение, Чайковский район, Пермский край, Приволжский федеральный округ, 617760, РФ"
2604,2604,2604,51.3161,37.877,"Радуга, 16 к2, микрорайон Будённого, Старый Оскол, Старооскольский городской округ, Белгородская область, ЦФО, 309530, РФ"
2605,2605,2605,57.8396,28.288,"14, Техническая улица, Овсище, Псков, городской округ Псков, Псковская область, Северо-Западный федеральный округ, 180020, РФ"
2606,2606,2606,56.92100000000001,55.5907,"Пятёрочка, 10, улица Матросова, Бардымское сельское поселение, Бардымский район, Пермский край, Приволжский федеральный округ, 618150, РФ"
2607,2607,2607,59.3831,28.6174,"8, Крикковское шоссе, Кингисеппское городское поселение, Кингисеппский район, Ленинградская область, Северо-Западный федеральный округ, 188480, РФ"
2608,2608,2608,53.3104,45.0437,"Рубль Бум, 1-я улица Костычева, Бессоновский сельсовет, Бессоновский район, Пензенская область, Приволжский федеральный округ, 442780, РФ"
2609,2609,2609,57.688,39.807,"Пятёрочка, улица Урицкого, Яблоневый посад, Парижская Коммуна, Дзержинский район, Ярославль, городской округ Ярославль, Ярославская область, ЦФО, 150000, РФ"
2610,2610,2610,54.5212,36.2469,"21, Пролетарская улица, Московский округ, Подзавалье, Калуга, городской округ Калуга, Калужская область, ЦФО, 248030, РФ"
2611,2611,2611,53.3865,48.6767,"13, Почтовая улица, Шигоны, Шигонский район, Самарская область, Приволжский федеральный округ, 446720, РФ"
2612,2612,2612,57.6814,46.5987,"Пятерочка, 26, улица Энгельса, Морозовский, городской округ Шахунья, Нижегородская область, Приволжский федеральный округ, 606910, РФ"
2613,2613,2613,56.6302,43.4115,"4, улица Пономарёва, городское поселение Заволжье, Городецкий район, Нижегородская область, Приволжский федеральный округ, 606524, РФ"
2614,2614,2614,55.8794,37.5589,"24, улица 800-летия Москвы, Восточное Дегунино, район Восточное Дегунино, Северный административный округ, Москва, ЦФО, 117042, РФ"
2615,2615,2615,61.7635,34.3055,"38 к2, Лососинское шоссе, Древлянка, Петрозаводск, Петрозаводский городской округ, Республика Карелия, Северо-Западный федеральный округ, 185000, РФ"
2616,2616,2616,55.5904,38.005,"Stels, Центральная улица, Островецкое сельское поселение, Раменский район, Московская область, ЦФО, 140000, РФ"
2617,2617,2617,58.7003,59.4665,"улица Свердлова, 10-й микрорайон, Качканар, Качканарский городской округ, Северный управленческий округ, Свердловская область, Уральский федеральный округ, 624357, РФ"
2618,2618,2618,57.1111,65.5939,"28А, Олимпийская улица, Войновка, Восточный административный округ, Тюмень, городской округ Тюмень, Тюменская область, Уральский федеральный округ, 625000, РФ"
2619,2619,2619,56.8392,60.6456,"126, улица Малышева, Эврика, Втузгородок, Кировский район, Екатеринбург, городской округ Екатеринбург, Свердловская область, Уральский федеральный округ, 620062, РФ"
2620,2620,2620,55.89,37.5933,"Металлоремонт, ремонт обуви, улица Пришвина, Бибирево, район Бибирево, Северо-Восточный административный округ, Москва, ЦФО, 127549, РФ"
2621,2621,2621,54.9231,37.415,"33, улица Луначарского, Серпухов, городской округ Серпухов, Московская область, ЦФО, 142200, РФ"
2622,2622,2622,51.6766,39.1388,"193, улица 9 Января, Юго-Западный, Советский район, Воронеж, ГО Воронеж, Воронежская область, ЦФО, 394019, РФ"
2623,2623,2623,55.9135,37.5566,"10Б, Челобитьевское шоссе, Северный, район Северный, Северо-Восточный административный округ, Москва, ЦФО, 127204, РФ"
2624,2624,2624,55.6719,37.5482,"Баон, 24 к2, улица Гарибальди, Обручевский район, Юго-Западный административный округ, Москва, ЦФО, 117335, РФ"
2625,2625,2625,56.1132,38.8833,"Срочное фото, улица Фурманова, Красный октябрь, городское поселение Киржач, Киржачский район, Владимирская область, ЦФО, 601021, РФ"
2626,2626,2626,59.8886,30.3276,"Бизнес-центр Мегапарк, 22 к2, Заставская улица, Ближняя Рогатка, округ Московская застава, Московский район, Санкт-Петербург, Северо-Западный федеральный округ, 196084, РФ"
2627,2627,2627,58.5926,49.6587,"Новинка, 92А, Октябрьский проспект, Вересники, Ленинский район, Киров, городской округ Киров, Кировская область, Приволжский федеральный округ, 610000, РФ"
2628,2628,2628,53.5124,49.4461,"160, улица Мира, Центральный район, Тольятти, городской округ Тольятти, Самарская область, Приволжский федеральный округ, 445054, РФ"
2629,2629,2629,56.0651,37.0738,"Пятёрочка, 11А, микрорайон Поваровка, Поварово, Солнечногорский район, Московская область, ЦФО, 141540, РФ"
2630,2630,2630,52.5972,58.294,"городское поселение Баймак, Баймакский район, Башкортостан, Приволжский федеральный округ, 453630, РФ"
2631,2631,2631,55.3687,39.0734,"Есть IDEЯ, 15Б, Спортивная улица, Егорьевск, городской округ Егорьевск, Московская область, ЦФО, 140304, РФ"
2632,2632,2632,55.7462,37.9964,"Пятёрочка, улица Маяковского, 2 квартал, Железнодорожный, Балашиха, городской округ Балашиха, Московская область, ЦФО, 143989, РФ"
2633,2633,2633,54.3504,48.3387,"Пятёрочка, 16, улица Скочилова, Мостовая, Ленинский район, Ульяновск, городской округ Ульяновск, Ульяновская область, Приволжский федеральный округ, 432030, РФ"
2634,2634,2634,56.801,60.5587,"140, улица Громова, Аркады на Ясной, Юго-Западный, Ленинский район, Екатеринбург, городской округ Екатеринбург, Свердловская область, Уральский федеральный округ, 620149, РФ"
2635,2635,2635,55.8755,37.6213,"26 к3, Ясный проезд, район Южное Медведково, Северо-Восточный административный округ, Москва, ЦФО, 127081, РФ"
2636,2636,2636,55.7476,49.1913,"29, улица Хусаина Мавлютова, Горки-1, Приволжский район, Казань, городской округ Казань, Татарстан, Приволжский федеральный округ, 420101, РФ"
2637,2637,2637,55.6087,37.7549,"Школа № 949 (средняя школа, здание №1), 46 к3, Воронежская улица, район Орехово-Борисово Южное, Южный административный округ, Москва, ЦФО, 115597, РФ"
2638,2638,2638,50.4651,36.578,"14К-29, Никольское, Белгородский район, Белгородская область, ЦФО, 308505, РФ"
2639,2639,2639,58.0444,56.0814,"66, Ветлужская улица, Железнодорожный, Дзержинский район, Пермь, Пермский городской округ, Пермский край, Приволжский федеральный округ, 614067, РФ"
2640,2640,2640,56.8709,53.2218,"259, Удмуртская улица, Культбаза, Индустриальный район, Ижевск, городской округ Ижевск, Удмуртия, Приволжский федеральный округ, 426011, РФ"
2641,2641,2641,52.6233,38.4661,"15, улица Спутников, Ламская, Елец, городской округ Елец, Липецкая область, ЦФО, 399783, РФ"
2642,2642,2642,52.719,58.6722,"45, улица Заки Валиди, Обогатителей, Сибай, городской округ Сибай, Башкортостан, Приволжский федеральный округ, 453830, РФ"
2643,2643,2643,59.918,30.357,"16, улица Черняховского, округ Лиговка-Ямская, Центральный район, Санкт-Петербург, Северо-Западный федеральный округ, 190000, РФ"
2644,2644,2644,53.6355,55.9272,"Пятерочка, 56, улица Дружбы, Стерлитамак, городской округ Стерлитамак, Башкортостан, Приволжский федеральный округ, 453121, РФ"
2645,2645,2645,54.3328,48.4877,"3, улица Шофёров, посёлок 901 км, Нижняя Терраса, Заволжский район, Ульяновск, городской округ Ульяновск, Ульяновская область, Приволжский федеральный округ, 432007, РФ"
2646,2646,2646,56.6463,43.4725,"2, Колхозная улица, Городец, Городецкий район, Нижегородская область, Приволжский федеральный округ, 606502, РФ"
2647,2647,2647,55.9168,37.8069,"25Б, улица Ленина, Подлипки, Королёв, городской округ Королёв, Московская область, ЦФО, 141070, РФ"
2648,2648,2648,52.5464,43.2504,"Пятёрочка, Советская улица, Тамала, Тамалинский район, Пензенская область, Приволжский федеральный округ, РФ"
2649,2649,2649,59.9284,32.3139,"32, проспект Державина, Кикино, Волховское городское поселение, Волховский район, Ленинградская область, Северо-Западный федеральный округ, 187401, РФ"
2650,2650,2650,59.6737,30.6981,"18А, Комсомольская улица, Красноборское городское поселение, Тосненский район, Ленинградская область, Северо-Западный федеральный округ, 187015, РФ"
2651,2651,2651,55.1569,61.3652,"5, Лесопарковая улица, Уфимские Каменные Карьеры, Центральный район, Челябинск, Челябинский городской округ, Челябинская область, Уральский федеральный округ, 454126, РФ"
2652,2652,2652,55.7082,37.7903,"21 к1, улица Фёдора Полетаева, Кузьминки, район Кузьминки, Юго-Восточный административный округ, Москва, ЦФО, 109378, РФ"
2653,2653,2653,56.2911,37.4833,"2, Профессиональная улица, Андреевское, Яхрома, Дмитровский городской округ, Московская область, ЦФО, 141840, РФ"
2654,2654,2654,61.7628,34.385,"13, улица Торнева, микрорайон Кукковка, Усадьбы, Петрозаводск, Петрозаводский городской округ, Республика Карелия, Северо-Западный федеральный округ, 185011, РФ"
2655,2655,2655,58.6127,49.6794,"21, улица Ленина, Первомайский район, Киров, городской округ Киров, Кировская область, Приволжский федеральный округ, 610000, РФ"
2656,2656,2656,50.9866,39.4907,"Лискинское телевидение, 39, проспект Ленина, городское поселение Лиски, Лискинский район, Воронежская область, ЦФО, 397900, РФ"
2657,2657,2657,55.3521,86.0704,"116, Красноармейская улица, Центральный район, Кемерово, Кемеровский городской округ, Кемеровская область, СФО, 650000, РФ"
2658,2658,2658,55.177,61.4376,"51, улица Горького, Калининский район, Челябинск, Челябинский городской округ, Челябинская область, Уральский федеральный округ, 454081, РФ"
2659,2659,2659,57.0984,65.587,"61, улица Монтажников, Войновка, Восточный административный округ, Тюмень, городской округ Тюмень, Тюменская область, Уральский федеральный округ, 625000, РФ"
2660,2660,2660,55.9899,38.5432,"Боровково, Богородский городской округ, Московская область, ЦФО, 142439, РФ"
2661,2661,2661,56.2339,43.9624,"37, улица Маршала Голованова, Щербинки II, Приокский район, Нижний Новгород, городской округ Нижний Новгород, Нижегородская область, Приволжский федеральный округ, 603107, РФ"
2662,2662,2662,56.0748,60.7466,"25А, улица Ломинского, р-н Голубая лагуна, Район  Звездный городок, Снежинск, Снежинский городской округ, Челябинская область, Уральский федеральный округ, 456776, РФ"
2663,2663,2663,53.297,50.2861,"2, 7-й квартал, Мехзавод, Красноглинский район, Самара, городской округ Самара, Самарская область, Приволжский федеральный округ, 443028, РФ"
2664,2664,2664,56.1167,40.3482,"65, проспект Ленина, Ленинский район, Владимир, городской округ Владимир, Владимирская область, ЦФО, 600000, РФ"
2665,2665,2665,59.7053,30.7883,"10, Комсомольская улица, Никольское, Тосненский район, Ленинградская область, Северо-Западный федеральный округ, 187026, РФ"
2666,2666,2666,56.0115,37.8433,"3, Московский проспект, Зелёный городок, Дзержинец, Пушкино, Пушкинский район, Московская область, ЦФО, 141207, РФ"
2667,2667,2667,55.8425,38.2029,"XXL, Железнодорожная улица, городское поселение Монино, Богородский городской округ, Московская область, ЦФО, 141170, РФ"
2668,2668,2668,55.8268,37.3328,"Торговый центр  Сливница, 13, Октябрьская улица, Тёплый бетон, Красногорск, городской округ Красногорск, Московская область, ЦФО, 143407, РФ"
2669,2669,2669,55.6523,37.768,"Пятёрочка, Братиславская улица, Марьинский парк, район Марьино, Юго-Восточный административный округ, Москва, ЦФО, 109469, РФ"
2670,2670,2670,55.6631,37.7612,"58, улица Перерва, Марьинский парк, район Марьино, Юго-Восточный административный округ, Москва, ЦФО, 109451, РФ"
2671,2671,2671,55.842,49.0871,"1, проспект Ибрагимова, Ново-Савиновский район, Казань, городской округ Казань, Татарстан, Приволжский федеральный округ, 420057, РФ"
2672,2672,2672,55.1144,33.2332,"31, улица Вахрушева, Сафоново, Сафоновское городское поселение, Сафоновский район, Смоленская область, ЦФО, 215500, РФ"
2673,2673,2673,45.6207,38.944,"77, улица Ленина, отделение №3 совхоза Тимашёвский, Тимашёвское городское поселение, Тимашёвский район, Краснодарский край, ЮФО, 352700, РФ"
2674,2674,2674,51.8392,41.471,"Комсомольский переулок, Толстых, городское поселение Жердевка, Жердевский район, Тамбовская область, ЦФО, 393670, РФ"
2675,2675,2675,56.1004,49.8758,"Банковская улица, Арск, Арский район, Татарстан, Приволжский федеральный округ, 422000, РФ"
2676,2676,2676,55.5722,38.2448,"Торговый центр  Городок, 27Б, Красноармейская улица, Красный Октябрь, городское поселение Раменское, Раменский район, Московская область, ЦФО, 140104, РФ"
2677,2677,2677,56.8361,53.2196,"Пятёрочка, 126А, Пушкинская улица, Южный, Первомайский район, Ижевск, городской округ Ижевск, Удмуртия, Приволжский федеральный округ, 426077, РФ"
2678,2678,2678,59.614,30.1731,"Пятёрочка, 43А, Р-23, Веревское сельское поселение, Гатчинский район, Ленинградская область, Северо-Западный федеральный округ, 188354, РФ"
2679,2679,2679,47.2029,39.6297,"145А, 2-я Краснодарская улица, 16-й мкр, ЗЖМ, Советский район, Ростов-на-Дону, городской округ Ростов-на-Дону, РОС, ЮФО, 344091, РФ"
2680,2680,2680,55.7732,49.1534,"24, Аметьевская улица, Аметьево, Вахитовский район, Казань, городской округ Казань, Татарстан, Приволжский федеральный округ, 420049, РФ"
2681,2681,2681,55.8486,37.4542,"48 с1, улица Свободы, район Южное Тушино, Северо-Западный административный округ, Москва, ЦФО, 125364, РФ"
2682,2682,2682,57.6508,53.8058,"Пятёрочка, Советская улица, Дебёсы, Дебёсский район, Удмуртия, Приволжский федеральный округ, 427060, РФ"
2683,2683,2683,56.8384,53.1362,"45, Заречное шоссе, городок Строителей, Ленинский район, Ижевск, городской округ Ижевск, Удмуртия, Приволжский федеральный округ, 426052, РФ"
2684,2684,2684,57.8723,56.0969,"44, улица 50 лет Октября, Гамовское сельское поселение, Пермский район, Пермский край, Приволжский федеральный округ, 614512, РФ"
2685,2685,2685,58.5261,31.2425,"6, Морозовская улица, Белый Город, Завокзальный район, Великий Новгород, городской округ Великий Новгород, Новгородская область, Северо-Западный федеральный округ, 173023, РФ"
2686,2686,2686,56.7839,60.5446,"8A.1, бульвар Академика Семихатова Н. А., Краснолесье, УНЦ, Ленинский район, Екатеринбург, городской округ Екатеринбург, Свердловская область, Уральский федеральный округ, 620016, РФ"
2687,2687,2687,55.55,37.0774,"Пятерочка, Больничная улица, Апрелевка, Наро-Фоминский городской округ, Московская область, ЦФО, 143360, РФ"
2688,2688,2688,55.5685,37.5775,"Пятёрочка, 9 к1, бульвар Дмитрия Донского, Северное Бутово, район Северное Бутово, Юго-Западный административный округ, Москва, ЦФО, 117216, РФ"
2689,2689,2689,55.8332,49.0572,"86, улица Восстания, Левченко, Московский район, Казань, городской округ Казань, Татарстан, Приволжский федеральный округ, 420095, РФ"
2690,2690,2690,55.8247,37.9715,"26, улица Свердлова, Балашиха-2, Балашиха, городской округ Балашиха, Московская область, ЦФО, 142200, РФ"
2691,2691,2691,55.8475,48.4984,"2, Комсомольская улица, Лесничество, городское поселение Зеленодольск, Зеленодольский район, Татарстан, Приволжский федеральный округ, 422540, РФ"
2692,2692,2692,55.94300000000001,37.97,"Пятёрочка, проспект 60 лет Октября, Щёлково-7, городское поселение Щёлково, Щёлковский район, Московская область, ЦФО, 141107, РФ"
2693,2693,2693,46.3106,47.966,"12, улица Николая Ветошникова, Астрахань, городской округ Астрахань, Астраханская область, ЮФО, 414000, РФ"
2694,2694,2694,47.5135,42.1913,"40, бульвар Великой Победы, А-2, Новый город, Волгодонск, городской округ Волгодонск, РОС, ЮФО, 347360, РФ"
2695,2695,2695,56.851000000000006,53.2332,"89, Красногеройская улица, Индустриальный район, Ижевск, городской округ Ижевск, Удмуртия, Приволжский федеральный округ, 426004, РФ"
2696,2696,2696,46.3274,48.0212,"74, Боевая улица, Астрахань, городской округ Астрахань, Астраханская область, ЮФО, 414024, РФ"
2697,2697,2697,54.9157,85.6341,"8, улица Крупской, Промышленновское городское поселение, Промышленновский район, Кемеровская область, СФО, 652380, РФ"
2698,2698,2698,47.2295,39.7338,"199, Пушкинская улица, Кировский район, Ростов-на-Дону, городской округ Ростов-на-Дону, РОС, ЮФО, 344022, РФ"
2699,2699,2699,53.2194,50.1904,"1, Центральная улица, Октябрьский район, Самара, городской округ Самара, Самарская область, Приволжский федеральный округ, 443085, РФ"
2700,2700,2700,57.0312,40.9231,"Пятёрочка, 16А к2, Революционная улица, Авдотьино, Октябрьский район, Иваново, городской округ Иваново, Ивановская область, ЦФО, 153000, РФ"
2701,2701,2701,55.1755,61.303,"37, улица Чичерина, Тополиная аллея, Калининский район, Челябинск, Челябинский городской округ, Челябинская область, Уральский федеральный округ, 454128, РФ"
2702,2702,2702,55.7252,37.4256,"16, Гвардейская улица, Можайский, Можайский район, Западный административный округ, Москва, ЦФО, 121471, РФ"
2703,2703,2703,55.6609,37.5729,"22А, Перекопская улица, район Черёмушки, Юго-Западный административный округ, Москва, ЦФО, 117461, РФ"
2704,2704,2704,54.8017,38.1594,"Администрация с.п. Базаровское, 6А, Банная улица, Зендиково, городской округ Кашира, Московская область, ЦФО, 142918, РФ"
2705,2705,2705,54.1547,37.6376,"Старо-Скуратово, Центральный территориальный округ, Тула, городской округ Тула, Тульская область, ЦФО, 300045, РФ"
2706,2706,2706,59.3368,31.2126,"Сельцо, Тосненский район, Ленинградская область, Северо-Западный федеральный округ, 187052, РФ"
2707,2707,2707,47.7543,39.9188,"улица Мичурина, Петровский, Новошахтинск, городской округ Новошахтинск, РОС, ЮФО, 346914, РФ"
2708,2708,2708,61.7109,30.6986,"11, улица Бондарева, Сортавала, Сортавальский район, Республика Карелия, Северо-Западный федеральный округ, 186790, РФ"
2709,2709,2709,56.7761,54.1391,"57, Приморский бульвар, Основной район, Чайковское городское поселение, Чайковский район, Пермский край, Приволжский федеральный округ, 617763, РФ"
2710,2710,2710,55.7678,38.657,"Пятёрочка, Большая Покровская улица, Южный микрорайон, Павловский Посад, городской округ Павловский Посад, Московская область, ЦФО, 142502, РФ"
2711,2711,2711,53.9715,58.4092,"ТЦ Арбат, 27, улица Пушкина, городское поселение Белорецк, Белорецкий район, Башкортостан, Приволжский федеральный округ, 453511, РФ"
2712,2712,2712,60.00899999999999,30.3443,"35, Светлановский проспект, Лесной, округ Светлановское, Выборгский район, Санкт-Петербург, Северо-Западный федеральный округ, 194223, РФ"
2713,2713,2713,54.9183,37.4186,"47/35, улица Луначарского, Серпухов, городской округ Серпухов, Московская область, ЦФО, 142200, РФ"
2714,2714,2714,51.9838,42.2638,"Пятерочка, Шоссейная улица, Уварово, городской округ Уварово, Тамбовская область, ЦФО, 393460, РФ"
2715,2715,2715,59.1966,39.9098,"ТЦ «Плаза», 5Б, улица Маршала Конева, 5 микрорайон, Вологда, городской округ Вологда, Вологодская область, Северо-Западный федеральный округ, 160032, РФ"
2716,2716,2716,55.673,37.4512,"29, Озёрная улица, Очаково, район Очаково-Матвеевское, Западный административный округ, Москва, ЦФО, 119361, РФ"
2717,2717,2717,58.5377,31.3038,"1, Маловишерская улица, Донецкий район, Великий Новгород, городской округ Великий Новгород, Новгородская область, Северо-Западный федеральный округ, 173020, РФ"
2718,2718,2718,56.5106,66.5236,"Лилит, 29, улица Фрунзе, Центральный, Заводоуковск, Заводоуковский городской округ, Тюменская область, Уральский федеральный округ, 627142, РФ"
2719,2719,2719,56.2394,43.837,"2, улица Сазанова, Автозаводский район, Нижний Новгород, городской округ Нижний Новгород, Нижегородская область, Приволжский федеральный округ, 603041, РФ"
2720,2720,2720,55.0686,32.6977,"26, Советская улица, Ярцевское городское поселение, Ярцевский район, Смоленская область, ЦФО, 215800, РФ"
2721,2721,2721,56.2462,43.4719,"11, улица Пирогова, Северные Ворота, Дзержинск, городской округ Дзержинск, Нижегородская область, Приволжский федеральный округ, 606019, РФ"
2722,2722,2722,52.4008,49.96,"улица 50 лет Октября, Нефтяников, сельское поселение Пестравка, Пестравский район, Самарская область, Приволжский федеральный округ, 446160, РФ"
2723,2723,2723,55.12,36.576,"208, проспект Ленина, Мирный, Обнинск, городской округ Обнинск, Калужская область, ЦФО, 249035, РФ"
2724,2724,2724,53.1804,48.4896,"19, Ульяновское шоссе, Сызрань, городской округ Сызрань, Самарская область, Приволжский федеральный округ, 446010, РФ"
2725,2725,2725,53.2137,50.2408,"74, улица Свободы, Промышленный район, Самара, городской округ Самара, Самарская область, Приволжский федеральный округ, 443028, РФ"
2726,2726,2726,53.0865,49.9597,"6, улица Дзержинского, Новокуйбышевск, городской округ Новокуйбышевск, Самарская область, Приволжский федеральный округ, 446213, РФ"
2727,2727,2727,53.3297,83.6742,"Заря, торговый центр, 166, Власихинская улица, квартал Лазурный, Куета, Индустриальный район, Барнаул, городской округ Барнаул, Алтайский край, СФО, 656000, РФ"
